0.06,0.5,1836
0.06,0.6,1836
0.06,0.7,1836
0.06,0.8,1836
0.06,0.9,1836
0.07,0.5,142
0.07,0.6,142
0.07,0.7,142
0.07,0.8,142
0.07,0.9,142
0.08,0.5,4
0.08,0.6,4
0.08,0.7,4
0.08,0.8,4
0.08,0.9,4
0.09,0.5,0
0.09,0.6,0
0.09,0.7,0
0.09,0.8,0
0.09,0.9,0
0.1,0.5,0
0.1,0.6,0
0.1,0.7,0
0.1,0.8,0
0.1,0.9,0
