0.06,0.5,1173
0.06,0.6,1173
0.06,0.7,1173
0.06,0.8,1173
0.06,0.9,1173
0.07,0.5,90
0.07,0.6,90
0.07,0.7,90
0.07,0.8,90
0.07,0.9,90
0.08,0.5,4
0.08,0.6,4
0.08,0.7,4
0.08,0.8,4
0.08,0.9,4
0.09,0.5,1
0.09,0.6,1
0.09,0.7,1
0.09,0.8,1
0.09,0.9,1
0.1,0.5,0
0.1,0.6,0
0.1,0.7,0
0.1,0.8,0
0.1,0.9,0
